,hlayer_size,activation,crossover_method,mutation_method,mutation_rate,gen,avg,best
313,"(4,)",tanh,one-point,normal,0.5,5.0,22.16,119.0
313,"(4,)",tanh,one-point,normal,0.5,6.0,37.58,169.0
313,"(4,)",tanh,one-point,normal,0.5,7.0,128.34,4574.0
314,"(4,)",tanh,one-point,normal,lambda s: 5/s,1.0,13.88,18.0
314,"(4,)",tanh,one-point,normal,lambda s: 5/s,2.0,19.42,191.0
314,"(4,)",tanh,one-point,normal,lambda s: 5/s,3.0,24.2,94.0
314,"(4,)",tanh,one-point,normal,lambda s: 5/s,4.0,46.36,934.0
314,"(4,)",tanh,one-point,normal,lambda s: 5/s,5.0,53.92,199.0
314,"(4,)",tanh,one-point,normal,lambda s: 5/s,6.0,267.64,9999.0
315,"(4,)",tanh,one-point,uniform,0.001,1.0,14.46,18.0
315,"(4,)",tanh,one-point,uniform,0.001,2.0,14.52,21.0
315,"(4,)",tanh,one-point,uniform,0.001,3.0,13.62,19.0
315,"(4,)",tanh,one-point,uniform,0.001,4.0,14.24,19.0
315,"(4,)",tanh,one-point,uniform,0.001,5.0,14.1,19.0
315,"(4,)",tanh,one-point,uniform,0.001,6.0,14.76,22.0
315,"(4,)",tanh,one-point,uniform,0.001,7.0,14.44,25.0
315,"(4,)",tanh,one-point,uniform,0.001,8.0,14.36,27.0
315,"(4,)",tanh,one-point,uniform,0.001,9.0,15.16,58.0
315,"(4,)",tanh,one-point,uniform,0.001,10.0,14.6,22.0
316,"(4,)",tanh,one-point,uniform,0.01,1.0,14.66,18.0
316,"(4,)",tanh,one-point,uniform,0.01,2.0,14.58,26.0
316,"(4,)",tanh,one-point,uniform,0.01,3.0,14.5,40.0
316,"(4,)",tanh,one-point,uniform,0.01,4.0,17.9,71.0
316,"(4,)",tanh,one-point,uniform,0.01,5.0,20.54,81.0
316,"(4,)",tanh,one-point,uniform,0.01,6.0,28.92,98.0
316,"(4,)",tanh,one-point,uniform,0.01,7.0,34.08,114.0
316,"(4,)",tanh,one-point,uniform,0.01,8.0,33.08,78.0
316,"(4,)",tanh,one-point,uniform,0.01,9.0,31.3,77.0
316,"(4,)",tanh,one-point,uniform,0.01,10.0,41.48,104.0
317,"(4,)",tanh,one-point,uniform,0.1,1.0,14.2,19.0
317,"(4,)",tanh,one-point,uniform,0.1,2.0,15.4,54.0
317,"(4,)",tanh,one-point,uniform,0.1,3.0,17.88,53.0
317,"(4,)",tanh,one-point,uniform,0.1,4.0,19.26,76.0
317,"(4,)",tanh,one-point,uniform,0.1,5.0,29.32,112.0
317,"(4,)",tanh,one-point,uniform,0.1,6.0,36.92,177.0
317,"(4,)",tanh,one-point,uniform,0.1,7.0,251.56,9999.0
318,"(4,)",tanh,one-point,uniform,0.5,1.0,13.86,18.0
318,"(4,)",tanh,one-point,uniform,0.5,2.0,15.1,58.0
318,"(4,)",tanh,one-point,uniform,0.5,3.0,21.98,98.0
318,"(4,)",tanh,one-point,uniform,0.5,4.0,27.4,153.0
318,"(4,)",tanh,one-point,uniform,0.5,5.0,39.68,399.0
318,"(4,)",tanh,one-point,uniform,0.5,6.0,38.42,320.0
318,"(4,)",tanh,one-point,uniform,0.5,7.0,282.0,9999.0
319,"(4,)",tanh,one-point,uniform,lambda s: 5/s,1.0,14.44,19.0
319,"(4,)",tanh,one-point,uniform,lambda s: 5/s,2.0,18.88,63.0
319,"(4,)",tanh,one-point,uniform,lambda s: 5/s,3.0,28.96,185.0
319,"(4,)",tanh,one-point,uniform,lambda s: 5/s,4.0,36.16,123.0
319,"(4,)",tanh,one-point,uniform,lambda s: 5/s,5.0,831.66,9999.0
320,"(4,)",tanh,two-point,nullify,0.001,1.0,14.26,19.0
320,"(4,)",tanh,two-point,nullify,0.001,2.0,14.34,19.0
320,"(4,)",tanh,two-point,nullify,0.001,3.0,14.16,19.0
320,"(4,)",tanh,two-point,nullify,0.001,4.0,14.24,19.0
320,"(4,)",tanh,two-point,nullify,0.001,5.0,13.74,19.0
320,"(4,)",tanh,two-point,nullify,0.001,6.0,13.94,20.0
320,"(4,)",tanh,two-point,nullify,0.001,7.0,14.44,19.0
320,"(4,)",tanh,two-point,nullify,0.001,8.0,13.76,18.0
320,"(4,)",tanh,two-point,nullify,0.001,9.0,14.8,19.0
320,"(4,)",tanh,two-point,nullify,0.001,10.0,14.24,19.0
321,"(4,)",tanh,two-point,nullify,0.01,1.0,13.84,18.0
321,"(4,)",tanh,two-point,nullify,0.01,2.0,15.44,70.0
321,"(4,)",tanh,two-point,nullify,0.01,3.0,20.12,143.0
321,"(4,)",tanh,two-point,nullify,0.01,4.0,29.94,100.0
321,"(4,)",tanh,two-point,nullify,0.01,5.0,49.26,114.0
321,"(4,)",tanh,two-point,nullify,0.01,6.0,63.22,246.0
321,"(4,)",tanh,two-point,nullify,0.01,7.0,74.02,322.0
321,"(4,)",tanh,two-point,nullify,0.01,8.0,90.88,303.0
321,"(4,)",tanh,two-point,nullify,0.01,9.0,103.24,418.0
321,"(4,)",tanh,two-point,nullify,0.01,10.0,133.94,444.0
322,"(4,)",tanh,two-point,nullify,0.1,1.0,13.82,19.0
322,"(4,)",tanh,two-point,nullify,0.1,2.0,17.24,69.0
322,"(4,)",tanh,two-point,nullify,0.1,3.0,18.64,111.0
322,"(4,)",tanh,two-point,nullify,0.1,4.0,32.56,136.0
322,"(4,)",tanh,two-point,nullify,0.1,5.0,45.18,188.0
322,"(4,)",tanh,two-point,nullify,0.1,6.0,67.92,500.0
322,"(4,)",tanh,two-point,nullify,0.1,7.0,69.56,373.0
322,"(4,)",tanh,two-point,nullify,0.1,8.0,91.2,282.0
322,"(4,)",tanh,two-point,nullify,0.1,9.0,130.88,418.0
322,"(4,)",tanh,two-point,nullify,0.1,10.0,187.88,1054.0
323,"(4,)",tanh,two-point,nullify,0.5,1.0,14.92,19.0
323,"(4,)",tanh,two-point,nullify,0.5,2.0,55.68,1917.0
324,"(4,)",tanh,two-point,nullify,lambda s: 5/s,1.0,13.92,19.0
324,"(4,)",tanh,two-point,nullify,lambda s: 5/s,2.0,21.9,103.0
324,"(4,)",tanh,two-point,nullify,lambda s: 5/s,3.0,42.64,194.0
324,"(4,)",tanh,two-point,nullify,lambda s: 5/s,4.0,49.38,211.0
324,"(4,)",tanh,two-point,nullify,lambda s: 5/s,5.0,68.98,274.0
324,"(4,)",tanh,two-point,nullify,lambda s: 5/s,6.0,92.12,262.0
324,"(4,)",tanh,two-point,nullify,lambda s: 5/s,7.0,108.7,371.0
324,"(4,)",tanh,two-point,nullify,lambda s: 5/s,8.0,157.68,2325.0
325,"(4,)",tanh,two-point,permutate,0.001,1.0,14.02,18.0
325,"(4,)",tanh,two-point,permutate,0.001,2.0,13.42,19.0
325,"(4,)",tanh,two-point,permutate,0.001,3.0,15.04,19.0
325,"(4,)",tanh,two-point,permutate,0.001,4.0,14.0,19.0
325,"(4,)",tanh,two-point,permutate,0.001,5.0,14.42,19.0
325,"(4,)",tanh,two-point,permutate,0.001,6.0,13.88,19.0
325,"(4,)",tanh,two-point,permutate,0.001,7.0,14.24,19.0
325,"(4,)",tanh,two-point,permutate,0.001,8.0,13.84,18.0
325,"(4,)",tanh,two-point,permutate,0.001,9.0,13.98,19.0
325,"(4,)",tanh,two-point,permutate,0.001,10.0,13.62,18.0
326,"(4,)",tanh,two-point,permutate,0.01,1.0,13.98,18.0
326,"(4,)",tanh,two-point,permutate,0.01,2.0,14.22,19.0
326,"(4,)",tanh,two-point,permutate,0.01,3.0,14.3,19.0
326,"(4,)",tanh,two-point,permutate,0.01,4.0,14.46,19.0
326,"(4,)",tanh,two-point,permutate,0.01,5.0,13.94,19.0
326,"(4,)",tanh,two-point,permutate,0.01,6.0,13.9,18.0
326,"(4,)",tanh,two-point,permutate,0.01,7.0,13.78,19.0
326,"(4,)",tanh,two-point,permutate,0.01,8.0,13.96,18.0
326,"(4,)",tanh,two-point,permutate,0.01,9.0,13.76,19.0
326,"(4,)",tanh,two-point,permutate,0.01,10.0,14.16,19.0
327,"(4,)",tanh,two-point,permutate,0.1,1.0,14.04,19.0
327,"(4,)",tanh,two-point,permutate,0.1,2.0,14.0,19.0
327,"(4,)",tanh,two-point,permutate,0.1,3.0,14.28,24.0
327,"(4,)",tanh,two-point,permutate,0.1,4.0,15.06,30.0
327,"(4,)",tanh,two-point,permutate,0.1,5.0,15.14,30.0
327,"(4,)",tanh,two-point,permutate,0.1,6.0,17.06,41.0
327,"(4,)",tanh,two-point,permutate,0.1,7.0,23.2,144.0
327,"(4,)",tanh,two-point,permutate,0.1,8.0,23.24,79.0
327,"(4,)",tanh,two-point,permutate,0.1,9.0,34.38,120.0
327,"(4,)",tanh,two-point,permutate,0.1,10.0,39.86,96.0
328,"(4,)",tanh,two-point,permutate,0.5,1.0,13.84,19.0
328,"(4,)",tanh,two-point,permutate,0.5,2.0,13.02,42.0
328,"(4,)",tanh,two-point,permutate,0.5,3.0,14.52,82.0
328,"(4,)",tanh,two-point,permutate,0.5,4.0,17.8,88.0
328,"(4,)",tanh,two-point,permutate,0.5,5.0,13.92,56.0
328,"(4,)",tanh,two-point,permutate,0.5,6.0,17.56,259.0
328,"(4,)",tanh,two-point,permutate,0.5,7.0,19.16,125.0
328,"(4,)",tanh,two-point,permutate,0.5,8.0,32.08,424.0
328,"(4,)",tanh,two-point,permutate,0.5,9.0,16.68,54.0
328,"(4,)",tanh,two-point,permutate,0.5,10.0,17.22,148.0
329,"(4,)",tanh,two-point,permutate,lambda s: 5/s,1.0,14.0,19.0
329,"(4,)",tanh,two-point,permutate,lambda s: 5/s,2.0,13.68,67.0
329,"(4,)",tanh,two-point,permutate,lambda s: 5/s,3.0,15.6,58.0
329,"(4,)",tanh,two-point,permutate,lambda s: 5/s,4.0,18.38,67.0
329,"(4,)",tanh,two-point,permutate,lambda s: 5/s,5.0,23.16,200.0
329,"(4,)",tanh,two-point,permutate,lambda s: 5/s,6.0,30.08,102.0
329,"(4,)",tanh,two-point,permutate,lambda s: 5/s,7.0,39.16,144.0
329,"(4,)",tanh,two-point,permutate,lambda s: 5/s,8.0,48.7,614.0
329,"(4,)",tanh,two-point,permutate,lambda s: 5/s,9.0,66.86,340.0
329,"(4,)",tanh,two-point,permutate,lambda s: 5/s,10.0,65.6,251.0
330,"(4,)",tanh,two-point,normal,0.001,1.0,13.84,19.0
330,"(4,)",tanh,two-point,normal,0.001,2.0,13.92,19.0
330,"(4,)",tanh,two-point,normal,0.001,3.0,14.18,19.0
330,"(4,)",tanh,two-point,normal,0.001,4.0,14.14,22.0
330,"(4,)",tanh,two-point,normal,0.001,5.0,13.7,19.0
330,"(4,)",tanh,two-point,normal,0.001,6.0,14.02,19.0
330,"(4,)",tanh,two-point,normal,0.001,7.0,14.34,18.0
330,"(4,)",tanh,two-point,normal,0.001,8.0,14.46,22.0
330,"(4,)",tanh,two-point,normal,0.001,9.0,14.16,18.0
330,"(4,)",tanh,two-point,normal,0.001,10.0,14.4,19.0
331,"(4,)",tanh,two-point,normal,0.01,1.0,14.24,19.0
331,"(4,)",tanh,two-point,normal,0.01,2.0,14.66,42.0
331,"(4,)",tanh,two-point,normal,0.01,3.0,15.2,51.0
331,"(4,)",tanh,two-point,normal,0.01,4.0,20.44,96.0
331,"(4,)",tanh,two-point,normal,0.01,5.0,24.12,59.0
331,"(4,)",tanh,two-point,normal,0.01,6.0,36.62,138.0
331,"(4,)",tanh,two-point,normal,0.01,7.0,41.14,123.0
331,"(4,)",tanh,two-point,normal,0.01,8.0,43.94,163.0
331,"(4,)",tanh,two-point,normal,0.01,9.0,41.86,82.0
331,"(4,)",tanh,two-point,normal,0.01,10.0,51.1,152.0
332,"(4,)",tanh,two-point,normal,0.1,1.0,13.98,18.0
332,"(4,)",tanh,two-point,normal,0.1,2.0,15.52,36.0
332,"(4,)",tanh,two-point,normal,0.1,3.0,22.66,76.0
332,"(4,)",tanh,two-point,normal,0.1,4.0,228.76,9999.0
333,"(4,)",tanh,two-point,normal,0.5,1.0,13.68,18.0
333,"(4,)",tanh,two-point,normal,0.5,2.0,21.26,119.0
333,"(4,)",tanh,two-point,normal,0.5,3.0,21.66,116.0
333,"(4,)",tanh,two-point,normal,0.5,4.0,20.54,113.0
333,"(4,)",tanh,two-point,normal,0.5,5.0,26.44,116.0
333,"(4,)",tanh,two-point,normal,0.5,6.0,33.24,147.0
333,"(4,)",tanh,two-point,normal,0.5,7.0,52.8,835.0
333,"(4,)",tanh,two-point,normal,0.5,8.0,125.34,4432.0
334,"(4,)",tanh,two-point,normal,lambda s: 5/s,1.0,14.2,19.0
334,"(4,)",tanh,two-point,normal,lambda s: 5/s,2.0,16.94,95.0
334,"(4,)",tanh,two-point,normal,lambda s: 5/s,3.0,16.3,45.0
334,"(4,)",tanh,two-point,normal,lambda s: 5/s,4.0,31.72,480.0
334,"(4,)",tanh,two-point,normal,lambda s: 5/s,5.0,42.58,364.0
334,"(4,)",tanh,two-point,normal,lambda s: 5/s,6.0,83.16,421.0
334,"(4,)",tanh,two-point,normal,lambda s: 5/s,7.0,106.26,440.0
334,"(4,)",tanh,two-point,normal,lambda s: 5/s,8.0,231.78,585.0
334,"(4,)",tanh,two-point,normal,lambda s: 5/s,9.0,326.76,2731.0
335,"(4,)",tanh,two-point,uniform,0.001,1.0,14.04,18.0
335,"(4,)",tanh,two-point,uniform,0.001,2.0,13.84,18.0
335,"(4,)",tanh,two-point,uniform,0.001,3.0,14.6,18.0
335,"(4,)",tanh,two-point,uniform,0.001,4.0,13.54,18.0
335,"(4,)",tanh,two-point,uniform,0.001,5.0,14.12,33.0
335,"(4,)",tanh,two-point,uniform,0.001,6.0,15.9,56.0
335,"(4,)",tanh,two-point,uniform,0.001,7.0,16.74,53.0
335,"(4,)",tanh,two-point,uniform,0.001,8.0,20.42,60.0
335,"(4,)",tanh,two-point,uniform,0.001,9.0,25.78,76.0
335,"(4,)",tanh,two-point,uniform,0.001,10.0,35.5,147.0
336,"(4,)",tanh,two-point,uniform,0.01,1.0,14.84,19.0
336,"(4,)",tanh,two-point,uniform,0.01,2.0,14.68,30.0
336,"(4,)",tanh,two-point,uniform,0.01,3.0,15.2,23.0
336,"(4,)",tanh,two-point,uniform,0.01,4.0,15.66,32.0
336,"(4,)",tanh,two-point,uniform,0.01,5.0,18.24,53.0
336,"(4,)",tanh,two-point,uniform,0.01,6.0,21.16,65.0
336,"(4,)",tanh,two-point,uniform,0.01,7.0,25.32,68.0
336,"(4,)",tanh,two-point,uniform,0.01,8.0,27.3,74.0
336,"(4,)",tanh,two-point,uniform,0.01,9.0,43.26,440.0
336,"(4,)",tanh,two-point,uniform,0.01,10.0,44.42,143.0
337,"(4,)",tanh,two-point,uniform,0.1,1.0,14.12,19.0
337,"(4,)",tanh,two-point,uniform,0.1,2.0,15.12,49.0
337,"(4,)",tanh,two-point,uniform,0.1,3.0,19.14,114.0
337,"(4,)",tanh,two-point,uniform,0.1,4.0,31.0,136.0
337,"(4,)",tanh,two-point,uniform,0.1,5.0,32.58,172.0
337,"(4,)",tanh,two-point,uniform,0.1,6.0,35.5,176.0
337,"(4,)",tanh,two-point,uniform,0.1,7.0,38.0,202.0
337,"(4,)",tanh,two-point,uniform,0.1,8.0,46.4,168.0
337,"(4,)",tanh,two-point,uniform,0.1,9.0,59.94,463.0
337,"(4,)",tanh,two-point,uniform,0.1,10.0,239.9,9999.0
338,"(4,)",tanh,two-point,uniform,0.5,1.0,14.0,19.0
338,"(4,)",tanh,two-point,uniform,0.5,2.0,16.16,50.0
338,"(4,)",tanh,two-point,uniform,0.5,3.0,23.84,97.0
338,"(4,)",tanh,two-point,uniform,0.5,4.0,25.6,96.0
338,"(4,)",tanh,two-point,uniform,0.5,5.0,23.24,93.0
338,"(4,)",tanh,two-point,uniform,0.5,6.0,27.82,149.0
338,"(4,)",tanh,two-point,uniform,0.5,7.0,34.18,179.0
338,"(4,)",tanh,two-point,uniform,0.5,8.0,34.22,185.0
338,"(4,)",tanh,two-point,uniform,0.5,9.0,40.92,263.0
338,"(4,)",tanh,two-point,uniform,0.5,10.0,41.92,132.0
339,"(4,)",tanh,two-point,uniform,lambda s: 5/s,1.0,14.24,18.0
339,"(4,)",tanh,two-point,uniform,lambda s: 5/s,2.0,21.7,188.0
339,"(4,)",tanh,two-point,uniform,lambda s: 5/s,3.0,26.48,111.0
339,"(4,)",tanh,two-point,uniform,lambda s: 5/s,4.0,28.8,117.0
339,"(4,)",tanh,two-point,uniform,lambda s: 5/s,5.0,31.34,203.0
339,"(4,)",tanh,two-point,uniform,lambda s: 5/s,6.0,32.02,115.0
339,"(4,)",tanh,two-point,uniform,lambda s: 5/s,7.0,39.44,202.0
339,"(4,)",tanh,two-point,uniform,lambda s: 5/s,8.0,261.4,9999.0
340,"(4,)",tanh,uniform,nullify,0.001,1.0,14.5,19.0
340,"(4,)",tanh,uniform,nullify,0.001,2.0,14.68,19.0
340,"(4,)",tanh,uniform,nullify,0.001,3.0,13.46,19.0
340,"(4,)",tanh,uniform,nullify,0.001,4.0,14.48,19.0
340,"(4,)",tanh,uniform,nullify,0.001,5.0,13.64,19.0
340,"(4,)",tanh,uniform,nullify,0.001,6.0,14.46,42.0
340,"(4,)",tanh,uniform,nullify,0.001,7.0,14.32,19.0
340,"(4,)",tanh,uniform,nullify,0.001,8.0,14.2,18.0
340,"(4,)",tanh,uniform,nullify,0.001,9.0,13.8,19.0
340,"(4,)",tanh,uniform,nullify,0.001,10.0,14.46,24.0
341,"(4,)",tanh,uniform,nullify,0.01,1.0,14.44,18.0
341,"(4,)",tanh,uniform,nullify,0.01,2.0,16.24,84.0
341,"(4,)",tanh,uniform,nullify,0.01,3.0,18.22,104.0
341,"(4,)",tanh,uniform,nullify,0.01,4.0,28.2,95.0
341,"(4,)",tanh,uniform,nullify,0.01,5.0,43.38,123.0
341,"(4,)",tanh,uniform,nullify,0.01,6.0,50.64,120.0
341,"(4,)",tanh,uniform,nullify,0.01,7.0,57.66,122.0
341,"(4,)",tanh,uniform,nullify,0.01,8.0,57.74,132.0
341,"(4,)",tanh,uniform,nullify,0.01,9.0,59.14,132.0
341,"(4,)",tanh,uniform,nullify,0.01,10.0,69.8,144.0
342,"(4,)",tanh,uniform,nullify,0.1,1.0,13.94,19.0
342,"(4,)",tanh,uniform,nullify,0.1,2.0,17.76,130.0
342,"(4,)",tanh,uniform,nullify,0.1,3.0,28.94,287.0
342,"(4,)",tanh,uniform,nullify,0.1,4.0,39.34,215.0
342,"(4,)",tanh,uniform,nullify,0.1,5.0,51.06,258.0
342,"(4,)",tanh,uniform,nullify,0.1,6.0,77.98,464.0
342,"(4,)",tanh,uniform,nullify,0.1,7.0,81.94,724.0
342,"(4,)",tanh,uniform,nullify,0.1,8.0,123.74,2517.0
343,"(4,)",tanh,uniform,nullify,0.5,1.0,14.08,19.0
343,"(4,)",tanh,uniform,nullify,0.5,2.0,34.42,284.0
343,"(4,)",tanh,uniform,nullify,0.5,3.0,29.2,233.0
343,"(4,)",tanh,uniform,nullify,0.5,4.0,30.1,225.0
343,"(4,)",tanh,uniform,nullify,0.5,5.0,23.18,208.0
343,"(4,)",tanh,uniform,nullify,0.5,6.0,55.16,280.0
343,"(4,)",tanh,uniform,nullify,0.5,7.0,61.1,258.0
343,"(4,)",tanh,uniform,nullify,0.5,8.0,42.3,251.0
343,"(4,)",tanh,uniform,nullify,0.5,9.0,48.22,259.0
343,"(4,)",tanh,uniform,nullify,0.5,10.0,33.52,244.0
344,"(4,)",tanh,uniform,nullify,lambda s: 5/s,1.0,13.62,19.0
344,"(4,)",tanh,uniform,nullify,lambda s: 5/s,2.0,17.94,148.0
344,"(4,)",tanh,uniform,nullify,lambda s: 5/s,3.0,25.54,91.0
344,"(4,)",tanh,uniform,nullify,lambda s: 5/s,4.0,54.16,715.0
344,"(4,)",tanh,uniform,nullify,lambda s: 5/s,5.0,70.4,573.0
344,"(4,)",tanh,uniform,nullify,lambda s: 5/s,6.0,97.48,302.0
344,"(4,)",tanh,uniform,nullify,lambda s: 5/s,7.0,125.4,660.0
344,"(4,)",tanh,uniform,nullify,lambda s: 5/s,8.0,164.48,722.0
344,"(4,)",tanh,uniform,nullify,lambda s: 5/s,9.0,519.92,9999.0
345,"(4,)",tanh,uniform,permutate,0.001,1.0,14.24,18.0
345,"(4,)",tanh,uniform,permutate,0.001,2.0,14.04,19.0
345,"(4,)",tanh,uniform,permutate,0.001,3.0,14.2,18.0
345,"(4,)",tanh,uniform,permutate,0.001,4.0,14.42,19.0
345,"(4,)",tanh,uniform,permutate,0.001,5.0,13.78,19.0
345,"(4,)",tanh,uniform,permutate,0.001,6.0,14.26,18.0
345,"(4,)",tanh,uniform,permutate,0.001,7.0,14.44,19.0
345,"(4,)",tanh,uniform,permutate,0.001,8.0,13.96,18.0
345,"(4,)",tanh,uniform,permutate,0.001,9.0,14.08,17.0
345,"(4,)",tanh,uniform,permutate,0.001,10.0,14.38,19.0
346,"(4,)",tanh,uniform,permutate,0.01,1.0,13.9,19.0
346,"(4,)",tanh,uniform,permutate,0.01,2.0,14.26,19.0
346,"(4,)",tanh,uniform,permutate,0.01,3.0,14.14,19.0
346,"(4,)",tanh,uniform,permutate,0.01,4.0,13.82,18.0
346,"(4,)",tanh,uniform,permutate,0.01,5.0,14.14,19.0
346,"(4,)",tanh,uniform,permutate,0.01,6.0,13.96,19.0
346,"(4,)",tanh,uniform,permutate,0.01,7.0,13.8,19.0
346,"(4,)",tanh,uniform,permutate,0.01,8.0,14.14,18.0
346,"(4,)",tanh,uniform,permutate,0.01,9.0,13.66,19.0
346,"(4,)",tanh,uniform,permutate,0.01,10.0,14.06,19.0
347,"(4,)",tanh,uniform,permutate,0.1,1.0,14.58,19.0
347,"(4,)",tanh,uniform,permutate,0.1,2.0,14.5,20.0
347,"(4,)",tanh,uniform,permutate,0.1,3.0,13.64,21.0
347,"(4,)",tanh,uniform,permutate,0.1,4.0,14.1,29.0
347,"(4,)",tanh,uniform,permutate,0.1,5.0,15.44,31.0
347,"(4,)",tanh,uniform,permutate,0.1,6.0,16.92,37.0
347,"(4,)",tanh,uniform,permutate,0.1,7.0,18.12,33.0
347,"(4,)",tanh,uniform,permutate,0.1,8.0,18.32,42.0
347,"(4,)",tanh,uniform,permutate,0.1,9.0,21.52,57.0
347,"(4,)",tanh,uniform,permutate,0.1,10.0,26.28,164.0
348,"(4,)",tanh,uniform,permutate,0.5,1.0,13.9,18.0
348,"(4,)",tanh,uniform,permutate,0.5,2.0,17.74,88.0
348,"(4,)",tanh,uniform,permutate,0.5,3.0,18.72,67.0
348,"(4,)",tanh,uniform,permutate,0.5,4.0,17.42,177.0
348,"(4,)",tanh,uniform,permutate,0.5,5.0,22.52,251.0
348,"(4,)",tanh,uniform,permutate,0.5,6.0,19.74,113.0
348,"(4,)",tanh,uniform,permutate,0.5,7.0,14.12,68.0
348,"(4,)",tanh,uniform,permutate,0.5,8.0,14.54,70.0
348,"(4,)",tanh,uniform,permutate,0.5,9.0,17.38,85.0
348,"(4,)",tanh,uniform,permutate,0.5,10.0,33.92,579.0
349,"(4,)",tanh,uniform,permutate,lambda s: 5/s,1.0,14.16,18.0
349,"(4,)",tanh,uniform,permutate,lambda s: 5/s,2.0,13.46,71.0
349,"(4,)",tanh,uniform,permutate,lambda s: 5/s,3.0,24.38,151.0
349,"(4,)",tanh,uniform,permutate,lambda s: 5/s,4.0,31.5,292.0
349,"(4,)",tanh,uniform,permutate,lambda s: 5/s,5.0,38.34,265.0
349,"(4,)",tanh,uniform,permutate,lambda s: 5/s,6.0,43.0,203.0
349,"(4,)",tanh,uniform,permutate,lambda s: 5/s,7.0,62.68,524.0
349,"(4,)",tanh,uniform,permutate,lambda s: 5/s,8.0,99.9,503.0
349,"(4,)",tanh,uniform,permutate,lambda s: 5/s,9.0,157.78,994.0
349,"(4,)",tanh,uniform,permutate,lambda s: 5/s,10.0,182.24,986.0
350,"(4,)",tanh,uniform,normal,0.001,1.0,14.14,19.0
350,"(4,)",tanh,uniform,normal,0.001,2.0,14.38,19.0
350,"(4,)",tanh,uniform,normal,0.001,3.0,14.1,19.0
350,"(4,)",tanh,uniform,normal,0.001,4.0,14.5,18.0
350,"(4,)",tanh,uniform,normal,0.001,5.0,13.94,19.0
350,"(4,)",tanh,uniform,normal,0.001,6.0,13.64,19.0
350,"(4,)",tanh,uniform,normal,0.001,7.0,14.28,19.0
350,"(4,)",tanh,uniform,normal,0.001,8.0,14.66,19.0
350,"(4,)",tanh,uniform,normal,0.001,9.0,13.86,19.0
350,"(4,)",tanh,uniform,normal,0.001,10.0,13.94,20.0
351,"(4,)",tanh,uniform,normal,0.01,1.0,14.5,19.0
351,"(4,)",tanh,uniform,normal,0.01,2.0,14.12,19.0
351,"(4,)",tanh,uniform,normal,0.01,3.0,14.06,25.0
351,"(4,)",tanh,uniform,normal,0.01,4.0,14.84,28.0
351,"(4,)",tanh,uniform,normal,0.01,5.0,16.0,57.0
351,"(4,)",tanh,uniform,normal,0.01,6.0,17.2,50.0
351,"(4,)",tanh,uniform,normal,0.01,7.0,27.34,105.0
351,"(4,)",tanh,uniform,normal,0.01,8.0,32.08,101.0
351,"(4,)",tanh,uniform,normal,0.01,9.0,36.9,76.0
351,"(4,)",tanh,uniform,normal,0.01,10.0,56.66,426.0
352,"(4,)",tanh,uniform,normal,0.1,1.0,14.28,19.0
352,"(4,)",tanh,uniform,normal,0.1,2.0,15.02,36.0
352,"(4,)",tanh,uniform,normal,0.1,3.0,16.06,59.0
352,"(4,)",tanh,uniform,normal,0.1,4.0,21.44,110.0
352,"(4,)",tanh,uniform,normal,0.1,5.0,232.42,9999.0
353,"(4,)",tanh,uniform,normal,0.5,1.0,14.1,18.0
353,"(4,)",tanh,uniform,normal,0.5,2.0,18.9,85.0
353,"(4,)",tanh,uniform,normal,0.5,3.0,27.84,110.0
353,"(4,)",tanh,uniform,normal,0.5,4.0,39.06,195.0
353,"(4,)",tanh,uniform,normal,0.5,5.0,33.72,279.0
353,"(4,)",tanh,uniform,normal,0.5,6.0,81.04,1199.0
354,"(4,)",tanh,uniform,normal,lambda s: 5/s,1.0,14.52,19.0
354,"(4,)",tanh,uniform,normal,lambda s: 5/s,2.0,16.04,66.0
354,"(4,)",tanh,uniform,normal,lambda s: 5/s,3.0,26.8,254.0
354,"(4,)",tanh,uniform,normal,lambda s: 5/s,4.0,60.32,661.0
354,"(4,)",tanh,uniform,normal,lambda s: 5/s,5.0,141.82,750.0
354,"(4,)",tanh,uniform,normal,lambda s: 5/s,6.0,274.46,806.0
354,"(4,)",tanh,uniform,normal,lambda s: 5/s,7.0,327.4,790.0
354,"(4,)",tanh,uniform,normal,lambda s: 5/s,8.0,319.12,666.0
354,"(4,)",tanh,uniform,normal,lambda s: 5/s,9.0,305.98,667.0
354,"(4,)",tanh,uniform,normal,lambda s: 5/s,10.0,370.14,642.0
355,"(4,)",tanh,uniform,uniform,0.001,1.0,14.36,19.0
355,"(4,)",tanh,uniform,uniform,0.001,2.0,14.12,19.0
355,"(4,)",tanh,uniform,uniform,0.001,3.0,13.86,22.0
355,"(4,)",tanh,uniform,uniform,0.001,4.0,13.94,18.0
355,"(4,)",tanh,uniform,uniform,0.001,5.0,14.2,21.0
355,"(4,)",tanh,uniform,uniform,0.001,6.0,14.74,18.0
355,"(4,)",tanh,uniform,uniform,0.001,7.0,13.96,20.0
355,"(4,)",tanh,uniform,uniform,0.001,8.0,14.24,19.0
355,"(4,)",tanh,uniform,uniform,0.001,9.0,14.0,18.0
355,"(4,)",tanh,uniform,uniform,0.001,10.0,14.48,19.0
356,"(4,)",tanh,uniform,uniform,0.01,1.0,14.54,19.0
356,"(4,)",tanh,uniform,uniform,0.01,2.0,14.88,21.0
